,pathname,class,mode
1184,/asl_dataset/o/hand1_o_right_seg_1_cropped.jpeg,o,test
1680,/asl_dataset/4/hand1_4_bot_seg_3_cropped.jpeg,4,test
145,/asl_dataset/9/hand5_9_bot_seg_4_cropped.jpeg,9,test
20,/asl_dataset/r/hand1_r_dif_seg_4_cropped.jpeg,r,test
1146,/asl_dataset/o/hand2_o_bot_seg_1_cropped.jpeg,o,test
161,/asl_dataset/9/hand3_9_dif_seg_4_cropped.jpeg,9,test
375,/asl_dataset/i/hand2_i_left_seg_1_cropped.jpeg,i,test
268,/asl_dataset/0/hand2_0_bot_seg_5_cropped.jpeg,0,test
957,/asl_dataset/s/hand1_s_bot_seg_4_cropped.jpeg,s,test
1306,/asl_dataset/m/hand2_m_top_seg_2_cropped.jpeg,m,test
1755,/asl_dataset/x/hand1_x_left_seg_3_cropped.jpeg,x,test
1614,/asl_dataset/q/hand1_q_right_seg_1_cropped.jpeg,q,test
1590,/asl_dataset/v/hand3_v_dif_seg_4_cropped.jpeg,v,test
1745,/asl_dataset/x/hand2_x_right_seg_5_cropped.jpeg,x,test
343,/asl_dataset/7/hand5_7_bot_seg_1_cropped.jpeg,7,test
1244,/asl_dataset/h/hand2_h_top_seg_3_cropped.jpeg,h,test
350,/asl_dataset/i/hand3_i_dif_seg_4_cropped.jpeg,i,test
847,/asl_dataset/t/hand5_t_bot_seg_1_cropped.jpeg,t,test
1487,/asl_dataset/d/hand1_d_bot_seg_4_cropped.jpeg,d,test
1316,/asl_dataset/m/hand2_m_top_seg_3_cropped.jpeg,m,test
1341,/asl_dataset/j/hand5_j_bot_seg_5_cropped.jpeg,j,test
1200,/asl_dataset/h/hand2_h_right_seg_5_cropped.jpeg,h,test
85,/asl_dataset/u/hand1_u_left_seg_1_cropped.jpeg,u,test
1158,/asl_dataset/o/hand5_o_dif_seg_2_cropped.jpeg,o,test
2166,/asl_dataset/2/hand4_2_bot_seg_3_cropped.jpeg,2,test
4,/asl_dataset/r/hand2_r_bot_seg_3_cropped.jpeg,r,test
2209,/asl_dataset/2/hand2_2_left_seg_2_cropped.jpeg,2,test
132,/asl_dataset/u/hand4_u_bot_seg_2_cropped.jpeg,u,test
367,/asl_dataset/i/hand2_i_dif_seg_5_cropped.jpeg,i,test
484,/asl_dataset/n/hand2_n_top_seg_2_cropped.jpeg,n,test
1977,/asl_dataset/b/hand1_b_dif_seg_1_cropped.jpeg,b,test
360,/asl_dataset/i/hand1_i_left_seg_2_cropped.jpeg,i,test
1555,/asl_dataset/v/hand2_v_left_seg_2_cropped.jpeg,v,test
2315,/asl_dataset/5/hand1_5_left_seg_2_cropped.jpeg,5,test
782,/asl_dataset/8/hand2_8_right_seg_5_cropped.jpeg,8,test
49,/asl_dataset/r/hand5_r_bot_seg_4_cropped.jpeg,r,test
2307,/asl_dataset/5/hand2_5_top_seg_1_cropped.jpeg,5,test
1422,/asl_dataset/c/hand1_c_bot_seg_3_cropped.jpeg,c,test
2175,/asl_dataset/2/hand2_2_right_seg_1_cropped.jpeg,2,test
1568,/asl_dataset/v/hand2_v_dif_seg_5_cropped.jpeg,v,test
1456,/asl_dataset/c/hand2_c_top_seg_5_cropped.jpeg,c,train
1009,/asl_dataset/a/hand4_a_bot_seg_4_cropped.jpeg,a,train
1838,/asl_dataset/3/hand3_3_dif_seg_3_cropped.jpeg,3,train
1542,/asl_dataset/v/hand4_v_bot_seg_1_cropped.jpeg,v,train
1369,/asl_dataset/j/hand1_j_dif_seg_5_cropped.jpeg,j,train
1108,/asl_dataset/f/hand2_f_right_seg_4_cropped.jpeg,f,train
408,/asl_dataset/i/hand1_i_left_seg_1_cropped.jpeg,i,train
917,/asl_dataset/s/hand1_s_dif_seg_4_cropped.jpeg,s,train
245,/asl_dataset/0/hand3_0_dif_seg_4_cropped.jpeg,0,train
388,/asl_dataset/i/hand2_i_right_seg_1_cropped.jpeg,i,train
371,/asl_dataset/i/hand1_i_top_seg_5_cropped.jpeg,i,train
2093,/asl_dataset/k/hand1_k_right_seg_1_cropped.jpeg,k,train
2362,/asl_dataset/5/hand1_5_right_seg_3_cropped.jpeg,5,train
2044,/asl_dataset/k/hand1_k_bot_seg_5_cropped.jpeg,k,train
1126,/asl_dataset/o/hand2_o_dif_seg_5_cropped.jpeg,o,train
2198,/asl_dataset/2/hand5_2_bot_seg_3_cropped.jpeg,2,train
702,/asl_dataset/1/hand1_1_left_seg_5_cropped.jpeg,1,train
2452,/asl_dataset/w/hand1_w_right_seg_3_cropped.jpeg,w,train
688,/asl_dataset/z/hand2_z_dif_seg_5_cropped.jpeg,z,train
365,/asl_dataset/i/hand1_i_dif_seg_1_cropped.jpeg,i,train
2035,/asl_dataset/k/hand2_k_dif_seg_4_cropped.jpeg,k,train
1644,/asl_dataset/q/hand2_q_dif_seg_5_cropped.jpeg,q,train
1971,/asl_dataset/b/hand1_b_top_seg_5_cropped.jpeg,b,train
934,/asl_dataset/s/hand3_s_dif_seg_1_cropped.jpeg,s,train
1702,/asl_dataset/4/hand3_4_dif_seg_4_cropped.jpeg,4,train
2234,/asl_dataset/2/hand2_2_bot_seg_2_cropped.jpeg,2,train
533,/asl_dataset/g/hand1_g_left_seg_5_cropped.jpeg,g,train
1210,/asl_dataset/h/hand1_h_dif_seg_1_cropped.jpeg,h,train
1879,/asl_dataset/3/hand1_3_top_seg_1_cropped.jpeg,3,train
2261,/asl_dataset/y/hand1_y_dif_seg_2_cropped.jpeg,y,train
220,/asl_dataset/0/hand2_0_dif_seg_4_cropped.jpeg,0,train
1241,/asl_dataset/h/hand5_h_dif_seg_4_cropped.jpeg,h,train
1855,/asl_dataset/3/hand2_3_top_seg_4_cropped.jpeg,3,train
2365,/asl_dataset/5/hand2_5_bot_seg_5_cropped.jpeg,5,train
1828,/asl_dataset/3/hand2_3_dif_seg_3_cropped.jpeg,3,train
1873,/asl_dataset/3/hand1_3_dif_seg_5_cropped.jpeg,3,train
1821,/asl_dataset/3/hand5_3_bot_seg_3_cropped.jpeg,3,train
579,/asl_dataset/6/hand5_6_bot_seg_4_cropped.jpeg,6,train
2068,/asl_dataset/k/hand2_k_right_seg_5_cropped.jpeg,k,train
1717,/asl_dataset/4/hand4_4_bot_seg_1_cropped.jpeg,4,train
971,/asl_dataset/s/hand1_s_bot_seg_2_cropped.jpeg,s,train
623,/asl_dataset/6/hand2_6_right_seg_2_cropped.jpeg,6,train
936,/asl_dataset/s/hand2_s_top_seg_5_cropped.jpeg,s,train
970,/asl_dataset/s/hand1_s_top_seg_4_cropped.jpeg,s,train
29,/asl_dataset/r/hand2_r_dif_seg_1_cropped.jpeg,r,train
2335,/asl_dataset/5/hand2_5_right_seg_4_cropped.jpeg,5,train
784,/asl_dataset/8/hand2_8_bot_seg_1_cropped.jpeg,8,train
546,/asl_dataset/g/hand1_g_dif_seg_5_cropped.jpeg,g,train
2085,/asl_dataset/k/hand2_k_right_seg_4_cropped.jpeg,k,train
45,/asl_dataset/r/hand1_r_left_seg_2_cropped.jpeg,r,train
321,/asl_dataset/7/hand2_7_right_seg_5_cropped.jpeg,7,train
1944,/asl_dataset/e/hand2_e_left_seg_4_cropped.jpeg,e,train
2011,/asl_dataset/b/hand2_b_top_seg_3_cropped.jpeg,b,train
2397,/asl_dataset/p/hand1_p_left_seg_5_cropped.jpeg,p,train
2171,/asl_dataset/2/hand3_2_dif_seg_5_cropped.jpeg,2,train
518,/asl_dataset/g/hand5_g_bot_seg_2_cropped.jpeg,g,train
1047,/asl_dataset/f/hand1_f_left_seg_3_cropped.jpeg,f,train
2065,/asl_dataset/k/hand2_k_bot_seg_2_cropped.jpeg,k,train
1188,/asl_dataset/h/hand5_h_bot_seg_5_cropped.jpeg,h,train
390,/asl_dataset/i/hand2_i_left_seg_5_cropped.jpeg,i,train
2200,/asl_dataset/2/hand1_2_left_seg_2_cropped.jpeg,2,train
1061,/asl_dataset/f/hand1_f_bot_seg_2_cropped.jpeg,f,train
1719,/asl_dataset/4/hand2_4_bot_seg_2_cropped.jpeg,4,train
2292,/asl_dataset/y/hand2_y_dif_seg_2_cropped.jpeg,y,train
1304,/asl_dataset/m/hand2_m_top_seg_5_cropped.jpeg,m,train
1329,/asl_dataset/j/hand2_j_top_seg_1_cropped.jpeg,j,train
477,/asl_dataset/n/hand2_n_left_seg_3_cropped.jpeg,n,train
1744,/asl_dataset/4/hand2_4_right_seg_1_cropped.jpeg,4,train
1595,/asl_dataset/v/hand2_v_top_seg_1_cropped.jpeg,v,train
178,/asl_dataset/9/hand2_9_bot_seg_2_cropped.jpeg,9,train
2404,/asl_dataset/p/hand1_p_dif_seg_4_cropped.jpeg,p,train
292,/asl_dataset/7/hand2_7_dif_seg_5_cropped.jpeg,7,train
1833,/asl_dataset/3/hand5_3_bot_seg_5_cropped.jpeg,3,train
358,/asl_dataset/i/hand1_i_right_seg_1_cropped.jpeg,i,train
406,/asl_dataset/i/hand1_i_dif_seg_3_cropped.jpeg,i,train
1327,/asl_dataset/j/hand4_j_bot_seg_3_cropped.jpeg,j,train
1567,/asl_dataset/v/hand2_v_dif_seg_2_cropped.jpeg,v,train
466,/asl_dataset/n/hand1_n_dif_seg_4_cropped.jpeg,n,train
208,/asl_dataset/9/hand5_9_bot_seg_1_cropped.jpeg,9,train
1549,/asl_dataset/v/hand2_v_top_seg_2_cropped.jpeg,v,train
2428,/asl_dataset/p/hand1_p_top_seg_3_cropped.jpeg,p,train
2091,/asl_dataset/k/hand1_k_left_seg_5_cropped.jpeg,k,train
744,/asl_dataset/1/hand2_1_left_seg_2_cropped.jpeg,1,train
2454,/asl_dataset/w/hand1_w_left_seg_5_cropped.jpeg,w,train
1774,/asl_dataset/x/hand1_x_right_seg_1_cropped.jpeg,x,train
1627,/asl_dataset/q/hand1_q_top_seg_1_cropped.jpeg,q,train
354,/asl_dataset/i/hand2_i_bot_seg_1_cropped.jpeg,i,train
1239,/asl_dataset/h/hand1_h_right_seg_3_cropped.jpeg,h,train
1083,/asl_dataset/f/hand1_f_dif_seg_4_cropped.jpeg,f,train
2179,/asl_dataset/2/hand1_2_top_seg_3_cropped.jpeg,2,train
841,/asl_dataset/t/hand2_t_right_seg_2_cropped.jpeg,t,train
1859,/asl_dataset/3/hand5_3_dif_seg_4_cropped.jpeg,3,train
1523,/asl_dataset/d/hand1_d_dif_seg_5_cropped.jpeg,d,train
1706,/asl_dataset/4/hand5_4_dif_seg_1_cropped.jpeg,4,train
532,/asl_dataset/g/hand1_g_left_seg_2_cropped.jpeg,g,train
2259,/asl_dataset/y/hand2_y_right_seg_2_cropped.jpeg,y,train
14,/asl_dataset/r/hand2_r_top_seg_4_cropped.jpeg,r,train
2135,/asl_dataset/l/hand4_l_bot_seg_1_cropped.jpeg,l,train
898,/asl_dataset/t/hand5_t_bot_seg_5_cropped.jpeg,t,train
2300,/asl_dataset/y/hand1_y_bot_seg_5_cropped.jpeg,y,train
1963,/asl_dataset/b/hand2_b_dif_seg_4_cropped.jpeg,b,train
1271,/asl_dataset/m/hand4_m_bot_seg_5_cropped.jpeg,m,train
1945,/asl_dataset/e/hand1_e_bot_seg_1_cropped.jpeg,e,train
1804,/asl_dataset/x/hand2_x_right_seg_1_cropped.jpeg,x,train
107,/asl_dataset/u/hand5_u_bot_seg_2_cropped.jpeg,u,train
2466,/asl_dataset/w/hand3_w_dif_seg_1_cropped.jpeg,w,train
819,/asl_dataset/8/hand1_8_dif_seg_5_cropped.jpeg,8,train
848,/asl_dataset/t/hand1_t_left_seg_2_cropped.jpeg,t,train
556,/asl_dataset/g/hand5_g_dif_seg_3_cropped.jpeg,g,train
1715,/asl_dataset/4/hand1_4_dif_seg_4_cropped.jpeg,4,train
1140,/asl_dataset/o/hand1_o_dif_seg_1_cropped.jpeg,o,train
2427,/asl_dataset/p/hand2_p_left_seg_2_cropped.jpeg,p,train
820,/asl_dataset/8/hand1_8_left_seg_4_cropped.jpeg,8,train
2415,/asl_dataset/p/hand5_p_dif_seg_1_cropped.jpeg,p,train
1917,/asl_dataset/e/hand4_e_bot_seg_2_cropped.jpeg,e,train
1217,/asl_dataset/h/hand1_h_left_seg_1_cropped.jpeg,h,train
401,/asl_dataset/i/hand1_i_right_seg_3_cropped.jpeg,i,train
1652,/asl_dataset/q/hand2_q_right_seg_1_cropped.jpeg,q,train
1582,/asl_dataset/v/hand1_v_bot_seg_5_cropped.jpeg,v,train
2099,/asl_dataset/l/hand2_l_right_seg_3_cropped.jpeg,l,train
1797,/asl_dataset/x/hand1_x_top_seg_2_cropped.jpeg,x,train
739,/asl_dataset/1/hand1_1_top_seg_1_cropped.jpeg,1,train
81,/asl_dataset/u/hand5_u_dif_seg_3_cropped.jpeg,u,train
2031,/asl_dataset/k/hand1_k_top_seg_2_cropped.jpeg,k,train
974,/asl_dataset/s/hand2_s_dif_seg_4_cropped.jpeg,s,train
622,/asl_dataset/6/hand1_6_dif_seg_2_cropped.jpeg,6,train
301,/asl_dataset/7/hand2_7_right_seg_1_cropped.jpeg,7,train
915,/asl_dataset/s/hand1_s_left_seg_4_cropped.jpeg,s,train
699,/asl_dataset/z/hand1_z_top_seg_2_cropped.jpeg,z,train
1273,/asl_dataset/m/hand2_m_right_seg_2_cropped.jpeg,m,train
1012,/asl_dataset/a/hand5_a_dif_seg_1_cropped.jpeg,a,train
937,/asl_dataset/s/hand2_s_right_seg_3_cropped.jpeg,s,train
2163,/asl_dataset/l/hand1_l_bot_seg_1_cropped.jpeg,l,train
2304,/asl_dataset/y/hand2_y_dif_seg_3_cropped.jpeg,y,train
2182,/asl_dataset/2/hand5_2_bot_seg_5_cropped.jpeg,2,train
1761,/asl_dataset/x/hand2_x_right_seg_4_cropped.jpeg,x,train
1450,/asl_dataset/c/hand5_c_dif_seg_3_cropped.jpeg,c,train
2126,/asl_dataset/l/hand1_l_dif_seg_1_cropped.jpeg,l,train
38,/asl_dataset/r/hand1_r_top_seg_3_cropped.jpeg,r,train
1355,/asl_dataset/j/hand1_j_bot_seg_3_cropped.jpeg,j,train
2009,/asl_dataset/b/hand5_b_dif_seg_4_cropped.jpeg,b,train
1125,/asl_dataset/o/hand1_o_bot_seg_5_cropped.jpeg,o,train
392,/asl_dataset/i/hand1_i_top_seg_1_cropped.jpeg,i,train
2042,/asl_dataset/k/hand1_k_right_seg_5_cropped.jpeg,k,train
2252,/asl_dataset/y/hand2_y_top_seg_3_cropped.jpeg,y,train
2192,/asl_dataset/2/hand1_2_bot_seg_4_cropped.jpeg,2,train
278,/asl_dataset/0/hand2_0_right_seg_1_cropped.jpeg,0,train
765,/asl_dataset/1/hand5_1_dif_seg_2_cropped.jpeg,1,train
455,/asl_dataset/n/hand1_n_right_seg_3_cropped.jpeg,n,train
734,/asl_dataset/1/hand1_1_bot_seg_5_cropped.jpeg,1,train
2306,/asl_dataset/5/hand3_5_dif_seg_5_cropped.jpeg,5,train
1553,/asl_dataset/v/hand1_v_dif_seg_2_cropped.jpeg,v,train
126,/asl_dataset/u/hand3_u_dif_seg_2_cropped.jpeg,u,train
2047,/asl_dataset/k/hand3_k_dif_seg_3_cropped.jpeg,k,train
2267,/asl_dataset/y/hand1_y_left_seg_5_cropped.jpeg,y,train
1274,/asl_dataset/m/hand2_m_dif_seg_4_cropped.jpeg,m,train
850,/asl_dataset/t/hand2_t_top_seg_4_cropped.jpeg,t,train
949,/asl_dataset/s/hand2_s_right_seg_2_cropped.jpeg,s,train
510,/asl_dataset/g/hand2_g_right_seg_1_cropped.jpeg,g,train
262,/asl_dataset/0/hand5_0_dif_seg_4_cropped.jpeg,0,train
387,/asl_dataset/i/hand5_i_bot_seg_5_cropped.jpeg,i,train
23,/asl_dataset/r/hand1_r_right_seg_4_cropped.jpeg,r,train
2008,/asl_dataset/b/hand5_b_dif_seg_3_cropped.jpeg,b,train
750,/asl_dataset/1/hand2_1_bot_seg_2_cropped.jpeg,1,train
249,/asl_dataset/0/hand1_0_dif_seg_2_cropped.jpeg,0,train
514,/asl_dataset/g/hand1_g_bot_seg_2_cropped.jpeg,g,train
563,/asl_dataset/6/hand3_6_dif_seg_3_cropped.jpeg,6,train
815,/asl_dataset/8/hand1_8_right_seg_3_cropped.jpeg,8,train
71,/asl_dataset/u/hand1_u_dif_seg_5_cropped.jpeg,u,train
2055,/asl_dataset/k/hand3_k_dif_seg_2_cropped.jpeg,k,train
924,/asl_dataset/s/hand2_s_bot_seg_5_cropped.jpeg,s,train
421,/asl_dataset/n/hand2_n_left_seg_1_cropped.jpeg,n,train
308,/asl_dataset/7/hand4_7_bot_seg_4_cropped.jpeg,7,train
890,/asl_dataset/t/hand2_t_left_seg_4_cropped.jpeg,t,train
1391,/asl_dataset/j/hand2_j_right_seg_2_cropped.jpeg,j,train
1292,/asl_dataset/m/hand1_m_bot_seg_4_cropped.jpeg,m,train
980,/asl_dataset/a/hand5_a_bot_seg_4_cropped.jpeg,a,train
1072,/asl_dataset/f/hand3_f_dif_seg_4_cropped.jpeg,f,train
176,/asl_dataset/9/hand4_9_bot_seg_3_cropped.jpeg,9,train
1233,/asl_dataset/h/hand3_h_dif_seg_1_cropped.jpeg,h,train
1752,/asl_dataset/x/hand1_x_dif_seg_5_cropped.jpeg,x,train
366,/asl_dataset/i/hand4_i_bot_seg_4_cropped.jpeg,i,train
2246,/asl_dataset/y/hand4_y_bot_seg_1_cropped.jpeg,y,train
1348,/asl_dataset/j/hand2_j_dif_seg_3_cropped.jpeg,j,train
1535,/asl_dataset/v/hand2_v_bot_seg_2_cropped.jpeg,v,train
961,/asl_dataset/s/hand5_s_bot_seg_3_cropped.jpeg,s,train
582,/asl_dataset/6/hand1_6_left_seg_2_cropped.jpeg,6,train
816,/asl_dataset/8/hand2_8_dif_seg_1_cropped.jpeg,8,train
427,/asl_dataset/n/hand4_n_bot_seg_3_cropped.jpeg,n,train
124,/asl_dataset/u/hand1_u_left_seg_3_cropped.jpeg,u,train
1711,/asl_dataset/4/hand3_4_dif_seg_2_cropped.jpeg,4,train
224,/asl_dataset/0/hand2_0_left_seg_4_cropped.jpeg,0,train
2450,/asl_dataset/w/hand1_w_left_seg_4_cropped.jpeg,w,train
660,/asl_dataset/z/hand5_z_dif_seg_4_cropped.jpeg,z,train
922,/asl_dataset/s/hand2_s_top_seg_4_cropped.jpeg,s,train
1416,/asl_dataset/c/hand2_c_dif_seg_5_cropped.jpeg,c,train
2117,/asl_dataset/l/hand2_l_dif_seg_4_cropped.jpeg,l,train
374,/asl_dataset/i/hand5_i_bot_seg_3_cropped.jpeg,i,train
115,/asl_dataset/u/hand1_u_bot_seg_4_cropped.jpeg,u,train
2063,/asl_dataset/k/hand2_k_top_seg_3_cropped.jpeg,k,train
1780,/asl_dataset/x/hand1_x_right_seg_4_cropped.jpeg,x,train
764,/asl_dataset/1/hand5_1_dif_seg_5_cropped.jpeg,1,train
110,/asl_dataset/u/hand2_u_dif_seg_4_cropped.jpeg,u,train
457,/asl_dataset/n/hand2_n_dif_seg_4_cropped.jpeg,n,train
1395,/asl_dataset/c/hand1_c_right_seg_4_cropped.jpeg,c,train
1867,/asl_dataset/3/hand2_3_right_seg_3_cropped.jpeg,3,train
5,/asl_dataset/r/hand2_r_bot_seg_4_cropped.jpeg,r,train
1840,/asl_dataset/3/hand2_3_left_seg_3_cropped.jpeg,3,train
2001,/asl_dataset/b/hand2_b_left_seg_3_cropped.jpeg,b,train
1698,/asl_dataset/4/hand2_4_dif_seg_4_cropped.jpeg,4,train
469,/asl_dataset/n/hand2_n_left_seg_2_cropped.jpeg,n,train
859,/asl_dataset/t/hand2_t_bot_seg_3_cropped.jpeg,t,train
1300,/asl_dataset/m/hand2_m_left_seg_2_cropped.jpeg,m,train
1211,/asl_dataset/h/hand4_h_bot_seg_3_cropped.jpeg,h,train
540,/asl_dataset/g/hand2_g_top_seg_2_cropped.jpeg,g,train
1035,/asl_dataset/a/hand2_a_dif_seg_1_cropped.jpeg,a,train
735,/asl_dataset/1/hand2_1_right_seg_3_cropped.jpeg,1,train
53,/asl_dataset/r/hand3_r_dif_seg_2_cropped.jpeg,r,train
1469,/asl_dataset/d/hand3_d_dif_seg_4_cropped.jpeg,d,train
640,/asl_dataset/z/hand2_z_left_seg_2_cropped.jpeg,z,train
959,/asl_dataset/s/hand1_s_bot_seg_3_cropped.jpeg,s,train
2458,/asl_dataset/w/hand2_w_left_seg_1_cropped.jpeg,w,train
684,/asl_dataset/z/hand1_z_bot_seg_5_cropped.jpeg,z,train
805,/asl_dataset/8/hand2_8_left_seg_4_cropped.jpeg,8,train
1290,/asl_dataset/m/hand1_m_top_seg_5_cropped.jpeg,m,train
835,/asl_dataset/8/hand5_8_dif_seg_4_cropped.jpeg,8,train
2151,/asl_dataset/l/hand1_l_dif_seg_2_cropped.jpeg,l,train
562,/asl_dataset/6/hand2_6_bot_seg_1_cropped.jpeg,6,train
235,/asl_dataset/0/hand4_0_bot_seg_4_cropped.jpeg,0,train
2393,/asl_dataset/p/hand1_p_dif_seg_5_cropped.jpeg,p,train
437,/asl_dataset/n/hand5_n_bot_seg_3_cropped.jpeg,n,train
97,/asl_dataset/u/hand1_u_top_seg_1_cropped.jpeg,u,train
2409,/asl_dataset/p/hand2_p_top_seg_1_cropped.jpeg,p,train
311,/asl_dataset/7/hand3_7_dif_seg_3_cropped.jpeg,7,train
2456,/asl_dataset/w/hand1_w_left_seg_2_cropped.jpeg,w,train
284,/asl_dataset/7/hand1_7_bot_seg_5_cropped.jpeg,7,train
1249,/asl_dataset/h/hand1_h_bot_seg_1_cropped.jpeg,h,train
2470,/asl_dataset/w/hand2_w_right_seg_1_cropped.jpeg,w,train
811,/asl_dataset/8/hand5_8_bot_seg_1_cropped.jpeg,8,train
1428,/asl_dataset/c/hand5_c_bot_seg_5_cropped.jpeg,c,train
1757,/asl_dataset/x/hand5_x_dif_seg_2_cropped.jpeg,x,train
2064,/asl_dataset/k/hand2_k_top_seg_4_cropped.jpeg,k,train
1246,/asl_dataset/h/hand1_h_left_seg_3_cropped.jpeg,h,train
797,/asl_dataset/8/hand2_8_left_seg_2_cropped.jpeg,8,train
2436,/asl_dataset/p/hand2_p_dif_seg_5_cropped.jpeg,p,train
1360,/asl_dataset/j/hand1_j_left_seg_4_cropped.jpeg,j,train
151,/asl_dataset/9/hand2_9_dif_seg_3_cropped.jpeg,9,train
580,/asl_dataset/6/hand1_6_top_seg_2_cropped.jpeg,6,train
2077,/asl_dataset/k/hand2_k_top_seg_5_cropped.jpeg,k,train
2443,/asl_dataset/p/hand5_p_bot_seg_3_cropped.jpeg,p,train
1088,/asl_dataset/f/hand5_f_dif_seg_3_cropped.jpeg,f,train
909,/asl_dataset/s/hand1_s_left_seg_2_cropped.jpeg,s,train
1639,/asl_dataset/q/hand1_q_top_seg_2_cropped.jpeg,q,train
923,/asl_dataset/s/hand2_s_top_seg_3_cropped.jpeg,s,train
1871,/asl_dataset/3/hand1_3_dif_seg_2_cropped.jpeg,3,train
2417,/asl_dataset/p/hand1_p_left_seg_1_cropped.jpeg,p,train
2284,/asl_dataset/y/hand1_y_right_seg_2_cropped.jpeg,y,train
613,/asl_dataset/6/hand2_6_top_seg_3_cropped.jpeg,6,train
649,/asl_dataset/z/hand2_z_left_seg_3_cropped.jpeg,z,train
651,/asl_dataset/z/hand2_z_top_seg_4_cropped.jpeg,z,train
879,/asl_dataset/t/hand2_t_top_seg_1_cropped.jpeg,t,train
1880,/asl_dataset/3/hand1_3_left_seg_4_cropped.jpeg,3,train
1572,/asl_dataset/v/hand5_v_bot_seg_4_cropped.jpeg,v,train
1810,/asl_dataset/x/hand3_x_dif_seg_4_cropped.jpeg,x,train
1107,/asl_dataset/f/hand2_f_right_seg_3_cropped.jpeg,f,train
1375,/asl_dataset/j/hand2_j_right_seg_4_cropped.jpeg,j,train
1924,/asl_dataset/e/hand2_e_bot_seg_3_cropped.jpeg,e,train
1691,/asl_dataset/4/hand5_4_bot_seg_2_cropped.jpeg,4,train
289,/asl_dataset/7/hand5_7_bot_seg_2_cropped.jpeg,7,train
2435,/asl_dataset/p/hand2_p_dif_seg_2_cropped.jpeg,p,train
2220,/asl_dataset/2/hand2_2_top_seg_5_cropped.jpeg,2,train
1520,/asl_dataset/d/hand2_d_bot_seg_5_cropped.jpeg,d,train
725,/asl_dataset/1/hand1_1_top_seg_2_cropped.jpeg,1,train
2493,/asl_dataset/w/hand4_w_bot_seg_5_cropped.jpeg,w,train
440,/asl_dataset/n/hand2_n_dif_seg_5_cropped.jpeg,n,train
2330,/asl_dataset/5/hand2_5_right_seg_5_cropped.jpeg,5,train
577,/asl_dataset/6/hand1_6_right_seg_2_cropped.jpeg,6,train
1684,/asl_dataset/4/hand2_4_dif_seg_2_cropped.jpeg,4,train
872,/asl_dataset/t/hand3_t_dif_seg_4_cropped.jpeg,t,train
2421,/asl_dataset/p/hand4_p_bot_seg_5_cropped.jpeg,p,train
1473,/asl_dataset/d/hand5_d_dif_seg_1_cropped.jpeg,d,train
52,/asl_dataset/r/hand1_r_bot_seg_3_cropped.jpeg,r,train
1121,/asl_dataset/o/hand1_o_top_seg_4_cropped.jpeg,o,train
821,/asl_dataset/8/hand1_8_dif_seg_2_cropped.jpeg,8,train
116,/asl_dataset/u/hand1_u_bot_seg_3_cropped.jpeg,u,train
2136,/asl_dataset/l/hand1_l_dif_seg_3_cropped.jpeg,l,train
1584,/asl_dataset/v/hand5_v_bot_seg_5_cropped.jpeg,v,train
2403,/asl_dataset/p/hand4_p_bot_seg_1_cropped.jpeg,p,train
1939,/asl_dataset/e/hand1_e_dif_seg_3_cropped.jpeg,e,train
828,/asl_dataset/8/hand2_8_right_seg_1_cropped.jpeg,8,train
1889,/asl_dataset/e/hand5_e_bot_seg_5_cropped.jpeg,e,train
1097,/asl_dataset/f/hand1_f_dif_seg_2_cropped.jpeg,f,train
2277,/asl_dataset/y/hand1_y_dif_seg_1_cropped.jpeg,y,train
2463,/asl_dataset/w/hand2_w_bot_seg_3_cropped.jpeg,w,train
2222,/asl_dataset/2/hand2_2_right_seg_5_cropped.jpeg,2,train
1195,/asl_dataset/h/hand2_h_dif_seg_3_cropped.jpeg,h,train
320,/asl_dataset/7/hand2_7_right_seg_2_cropped.jpeg,7,train
148,/asl_dataset/9/hand1_9_right_seg_1_cropped.jpeg,9,train
825,/asl_dataset/8/hand3_8_dif_seg_1_cropped.jpeg,8,train
1847,/asl_dataset/3/hand5_3_dif_seg_1_cropped.jpeg,3,train
1319,/asl_dataset/m/hand1_m_right_seg_2_cropped.jpeg,m,train
1598,/asl_dataset/v/hand2_v_right_seg_3_cropped.jpeg,v,train
2366,/asl_dataset/5/hand1_5_left_seg_1_cropped.jpeg,5,train
1632,/asl_dataset/q/hand2_q_left_seg_5_cropped.jpeg,q,train
491,/asl_dataset/g/hand1_g_right_seg_4_cropped.jpeg,g,train
1333,/asl_dataset/j/hand4_j_bot_seg_5_cropped.jpeg,j,train
498,/asl_dataset/g/hand4_g_bot_seg_3_cropped.jpeg,g,train
1000,/asl_dataset/a/hand4_a_bot_seg_5_cropped.jpeg,a,train
708,/asl_dataset/1/hand2_1_top_seg_1_cropped.jpeg,1,train
1346,/asl_dataset/j/hand1_j_right_seg_5_cropped.jpeg,j,train
1517,/asl_dataset/d/hand4_d_bot_seg_1_cropped.jpeg,d,train
602,/asl_dataset/6/hand1_6_bot_seg_1_cropped.jpeg,6,train
719,/asl_dataset/1/hand1_1_bot_seg_3_cropped.jpeg,1,train
2355,/asl_dataset/5/hand2_5_top_seg_5_cropped.jpeg,5,train
895,/asl_dataset/t/hand1_t_top_seg_5_cropped.jpeg,t,train
105,/asl_dataset/u/hand1_u_top_seg_3_cropped.jpeg,u,train
801,/asl_dataset/8/hand5_8_bot_seg_4_cropped.jpeg,8,train
